uniek_id,gml_id,gml_parent_id,gml_parent_property,geometrie,gid,identificatie,oppervlakte,status,gebruiksdoel,openbare_ruimte,huisnummer,huisletter,toevoeging,postcode,woonplaats,bouwjaar,pandidentificatie,pandstatus,rdf_seealso,fme_geometry,gml_pointProperty,gml_multiPointProperty,fme_geometry_0_,fme_geometry_1_,fme_geometry_2_,Straat,Huisnummer,Postcode
zwanenvechtlaan12  ,verblijfsobject.bag:0344010000035312,,member,,3556883,0344010000035312,78,Verblijfsobject in gebruik,woonfunctie,Zwanenvechtlaan,12,,,3554GL,Utrecht,1963,0344100000003178,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000035312,fme_point,,,,,,Zwanenvechtlaan,12,3554 GL
zwanenvechtlaan52  ,verblijfsobject.bag:0344010000035325,,member,,3556892,0344010000035325,66,Verblijfsobject in gebruik,woonfunctie,Zwanenvechtlaan,52,,,3554GL,Utrecht,1963,0344100000075050,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000035325,fme_point,,,,,,Zwanenvechtlaan,52,3554 GL
zwanenvechtlaan96  ,verblijfsobject.bag:0344010000035338,,member,,3556905,0344010000035338,66,Verblijfsobject in gebruik,woonfunctie,Zwanenvechtlaan,96,,,3554GM,Utrecht,1962,0344100000065746,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000035338,fme_point,,,,,,Zwanenvechtlaan,96,3554 GM
cremerstraat56  ,verblijfsobject.bag:0344010000035521,,member,,3556935,0344010000035521,82,Verblijfsobject in gebruik,woonfunctie,Cremerstraat,56,,,3532BG,Utrecht,1904,0344100000067110,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000035521,fme_point,,,,,,Cremerstraat,56,3532 BG
fabriekstraat36  ,verblijfsobject.bag:0344010000032565,,member,,3556947,0344010000032565,71,Verblijfsobject in gebruik,woonfunctie,Fabriekstraat,36,,,3551SJ,Utrecht,1889,0344100000079170,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000032565,fme_point,,,,,,Fabriekstraat,36,3551 SJ
van humboldtstraat101  ,verblijfsobject.bag:0344010000157154,,member,,3557024,0344010000157154,112,Verblijfsobject in gebruik,woonfunctie,Van Humboldtstraat,101,,,3514GN,Utrecht,1927,0344100000049546,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000157154,fme_point,,,,,,Van Humboldtstraat,101,3514 GN
vaalserberg6  ,verblijfsobject.bag:0344010000034389,,member,,3557061,0344010000034389,105,Verblijfsobject in gebruik,woonfunctie,Vaalserberg,6,,,3524LP,Utrecht,1991,0344100000024653,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000034389,fme_point,,,,,,Vaalserberg,6,3524 LP
jan van den doemstraat57  ,verblijfsobject.bag:0344010000032484,,member,,3557247,0344010000032484,51,Verblijfsobject in gebruik,woonfunctie,Jan van den Doemstraat,57,,,3515XN,Utrecht,1925,0344100000015649,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000032484,fme_point,,,,,,Jan van den Doemstraat,57,3515 XN
chico mendesstraat3  ,verblijfsobject.bag:0344010000040116,,member,,3557298,0344010000040116,141,Verblijfsobject in gebruik,woonfunctie,Chico Mendesstraat,3,,,3573AW,Utrecht,1992,0344100000029184,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000040116,fme_point,,,,,,Chico Mendesstraat,3,3573 AW
zwanenvechtlaan30  ,verblijfsobject.bag:0344010000040028,,member,,3557392,0344010000040028,66,Verblijfsobject in gebruik,woonfunctie,Zwanenvechtlaan,30,,,3554GL,Utrecht,1963,0344100000003179,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000040028,fme_point,,,,,,Zwanenvechtlaan,30,3554 GL
pablo nerudastraat25  ,verblijfsobject.bag:0344010000036661,,member,,3557461,0344010000036661,101,Verblijfsobject in gebruik,woonfunctie,Pablo Nerudastraat,25,,,3573BR,Utrecht,1992,0344100000040067,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000036661,fme_point,,,,,,Pablo Nerudastraat,25,3573 BR
achter st.-pieter86  ,verblijfsobject.bag:0344010000036824,,member,,3557469,0344010000036824,140,Verblijfsobject in gebruik,woonfunctie,Achter St.-Pieter,86,,,3512HT,Utrecht,1981,0344100000038552,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000036824,fme_point,,,,,,Achter St.-Pieter,86,3512 HT
nieuwlichtstraat75  ,verblijfsobject.bag:0344010000038956,,member,,3557585,0344010000038956,63,Verblijfsobject in gebruik,woonfunctie,Nieuwlichtstraat,75,,,3552GW,Utrecht,1980,0344100000051526,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000038956,fme_point,,,,,,Nieuwlichtstraat,75,3552 GW
florence nightingalelaan17  ,verblijfsobject.bag:0344010000123693,,member,,3557606,0344010000123693,110,Verblijfsobject in gebruik,woonfunctie,Florence Nightingalelaan,17,,,3527WE,Utrecht,1987,0344100000015974,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000123693,fme_point,,,,,,Florence Nightingalelaan,17,3527 WE
walcheren145  ,verblijfsobject.bag:0344010000040249,,member,,3557755,0344010000040249,96,Verblijfsobject in gebruik,woonfunctie,Walcheren,145,,,3524ZS,Utrecht,1983,0344100000011872,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000040249,fme_point,,,,,,Walcheren,145,3524 ZS
naxosdreef105  ,verblijfsobject.bag:0344010000121255,,member,,3557860,0344010000121255,91,Verblijfsobject in gebruik,woonfunctie,Naxosdreef,105,,,3562JD,Utrecht,1967,0344100000035594,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000121255,fme_point,,,,,,Naxosdreef,105,3562 JD
naxosdreef161  ,verblijfsobject.bag:0344010000036637,,member,,3557862,0344010000036637,91,Verblijfsobject in gebruik,woonfunctie,Naxosdreef,161,,,3562JG,Utrecht,1967,0344100000035594,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000036637,fme_point,,,,,,Naxosdreef,161,3562 JG
pahud de mortangesdreef110  ,verblijfsobject.bag:0344010000041260,,member,,3557903,0344010000041260,75,Verblijfsobject in gebruik,woonfunctie,Pahud de Mortangesdreef,110,,,3562AC,Utrecht,1966,0344100000020491,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041260,fme_point,,,,,,Pahud de Mortangesdreef,110,3562 AC
pahud de mortangesdreef134  ,verblijfsobject.bag:0344010000041263,,member,,3557906,0344010000041263,75,Verblijfsobject in gebruik,woonfunctie,Pahud de Mortangesdreef,134,,,3562AD,Utrecht,1966,0344100000020491,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041263,fme_point,,,,,,Pahud de Mortangesdreef,134,3562 AD
pahud de mortangesdreef150  ,verblijfsobject.bag:0344010000041265,,member,,3557908,0344010000041265,75,Verblijfsobject in gebruik,woonfunctie,Pahud de Mortangesdreef,150,,,3562AD,Utrecht,1966,0344100000020491,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041265,fme_point,,,,,,Pahud de Mortangesdreef,150,3562 AD
olof palmelaan96  ,verblijfsobject.bag:0344010000041290,,member,,3557932,0344010000041290,82,Verblijfsobject in gebruik,woonfunctie,Olof Palmelaan,96,,,3527WK,Utrecht,1988,0344100000040578,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041290,fme_point,,,,,,Olof Palmelaan,96,3527 WK
jacob van ruisdaelstraat94  ,verblijfsobject.bag:0344010000044090,,member,,3558077,0344010000044090,108,Verblijfsobject in gebruik,woonfunctie,Jacob van Ruisdaelstraat,94,,,3583CH,Utrecht,1927,0344100000042678,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000044090,fme_point,,,,,,Jacob van Ruisdaelstraat,94,3583 CH
m.a. de ruyterstraat90  ,verblijfsobject.bag:0344010000044094,,member,,3558083,0344010000044094,130,Verblijfsobject in gebruik,woonfunctie,M.A. de Ruyterstraat,90,,,3572XN,Utrecht,1910,0344100000043461,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000044094,fme_point,,,,,,M.A. de Ruyterstraat,90,3572 XN
saffierlaan95  ,verblijfsobject.bag:0344010000044103,,member,,3558092,0344010000044103,78,Verblijfsobject in gebruik,woonfunctie,Saffierlaan,95,,,3523RB,Utrecht,1958,0344100000031285,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000044103,fme_point,,,,,,Saffierlaan,95,3523 RB
vleutenseweg499  ,verblijfsobject.bag:0344010000144096,,member,,3558104,0344010000144096,74,Verblijfsobject in gebruik,woonfunctie,Vleutenseweg,499,,,3532HK,Utrecht,1951,0344100000039515,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000144096,fme_point,,,,,,Vleutenseweg,499,3532 HK
oudenoord142  ,verblijfsobject.bag:0344010000037048,,member,,3558143,0344010000037048,51,Verblijfsobject in gebruik,woonfunctie,Oudenoord,142,,,3513EV,Utrecht,1983,0344100000071399,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000037048,fme_point,,,,,,Oudenoord,142,3513 EV
trans25  ,verblijfsobject.bag:0344010000037057,,member,,3558156,0344010000037057,107,Verblijfsobject in gebruik,woonfunctie,Trans,25,,,3512JJ,Utrecht,1890,0344100000061388,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000037057,fme_point,,,,,,Trans,25,3512 JJ
prinses irenelaan74  ,verblijfsobject.bag:0344010000037256,,member,,3558197,0344010000037256,76,Verblijfsobject in gebruik,woonfunctie,Prinses Irenelaan,74,,,3554HE,Utrecht,1962,0344100000007877,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000037256,fme_point,,,,,,Prinses Irenelaan,74,3554 HE
prinses irenelaan78  ,verblijfsobject.bag:0344010000037257,,member,,3558198,0344010000037257,76,Verblijfsobject in gebruik,woonfunctie,Prinses Irenelaan,78,,,3554HE,Utrecht,1962,0344100000007876,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000037257,fme_point,,,,,,Prinses Irenelaan,78,3554 HE
ravellaan204  ,verblijfsobject.bag:0344010000041683,,member,,3558295,0344010000041683,76,Verblijfsobject in gebruik,woonfunctie,Ravellaan,204,,,3533JP,Utrecht,1991,0344100000000269,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041683,fme_point,,,,,,Ravellaan,204,3533 JP
rhodosdreef72  ,verblijfsobject.bag:0344010000041705,,member,,3558316,0344010000041705,52,Verblijfsobject in gebruik,woonfunctie,Rhodosdreef,72,,,3562TG,Utrecht,1966,0344100000074475,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041705,fme_point,,,,,,Rhodosdreef,72,3562 TG
albatrosstraat18  ,verblijfsobject.bag:0344010000044496,,member,,3558444,0344010000044496,51,Verblijfsobject in gebruik,woonfunctie,Albatrosstraat,18,,,3582EX,Utrecht,1913,0344100000024530,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000044496,fme_point,,,,,,Albatrosstraat,18,3582 EX
albatrosstraat30  ,verblijfsobject.bag:0344010000132293,,member,,3558456,0344010000132293,51,Verblijfsobject in gebruik,woonfunctie,Albatrosstraat,30,,,3582EX,Utrecht,1913,0344100000062148,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000132293,fme_point,,,,,,Albatrosstraat,30,3582 EX
balkstraat46  ,verblijfsobject.bag:0344010000132097,,member,,3558595,0344010000132097,101,Verblijfsobject in gebruik,woonfunctie,Balkstraat,46,,,3513XL,Utrecht,1979,0344100000069643,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000132097,fme_point,,,,,,Balkstraat,46,3513 XL
barnsteenlaan31  ,verblijfsobject.bag:0344010000145147,,member,,3558629,0344010000145147,77,Verblijfsobject in gebruik,woonfunctie,Barnsteenlaan,31,,,3523BB,Utrecht,1957,0344100000052573,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000145147,fme_point,,,,,,Barnsteenlaan,31,3523 BB
beneluxlaan204  ,verblijfsobject.bag:0344010000145424,,member,,3558695,0344010000145424,74,Verblijfsobject in gebruik,woonfunctie,Beneluxlaan,204,,,3527HZ,Utrecht,1963,0344100000052174,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000145424,fme_point,,,,,,Beneluxlaan,204,3527 HZ
aakplein7  ,verblijfsobject.bag:0344010000144444,,member,,3558759,0344010000144444,95,Verblijfsobject in gebruik,woonfunctie,Aakplein,7,,,3534PG,Utrecht,1946,0344100000031420,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000144444,fme_point,,,,,,Aakplein,7,3534 PG
aakplein20  ,verblijfsobject.bag:0344010000044725,,member,,3558772,0344010000044725,105,Verblijfsobject in gebruik,woonfunctie,Aakplein,20,,,3534PG,Utrecht,1946,0344100000012672,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000044725,fme_point,,,,,,Aakplein,20,3534 PG
simplonbaan136  ,verblijfsobject.bag:0344010000044930,,member,,3558823,0344010000044930,135,Verblijfsobject in gebruik,woonfunctie,Simplonbaan,136,,,3524GN,Utrecht,1979,0344100000064210,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000044930,fme_point,,,,,,Simplonbaan,136,3524 GN
jacobijnenstraat16 b ,verblijfsobject.bag:0344010000143329,,member,,3558988,0344010000143329,56,Verblijfsobject in gebruik,woonfunctie,Jacobijnenstraat,16,B,,3512TH,Utrecht,1450,0344100000061420,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000143329,fme_point,,,,,,Jacobijnenstraat,16 B,3512 TH
smaragdplein79  ,verblijfsobject.bag:0344010000042877,,member,,3559091,0344010000042877,51,Verblijfsobject in gebruik,woonfunctie,Smaragdplein,79,,,3523ED,Utrecht,1959,0344100000065407,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042877,fme_point,,,,,,Smaragdplein,79,3523 ED
graaf adolfstraat17  ,verblijfsobject.bag:0344010000042889,,member,,3559105,0344010000042889,144,Verblijfsobject in gebruik,woonfunctie,Graaf Adolfstraat,17,,,3583VW,Utrecht,1903,0344100000000075,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042889,fme_point,,,,,,Graaf Adolfstraat,17,3583 VW
nicolaas beetsstraat168  ,verblijfsobject.bag:0344010000037710,,member,,3559196,0344010000037710,81,Verblijfsobject in gebruik,woonfunctie,Nicolaas Beetsstraat,168,,,3511HG,Utrecht,1992,0344100000071392,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000037710,fme_point,,,,,,Nicolaas Beetsstraat,168,3511 HG
telderslaan55  ,verblijfsobject.bag:0344010000043088,,member,,3559156,0344010000043088,62,Verblijfsobject in gebruik,woonfunctie,Telderslaan,55,,,3527KE,Utrecht,1963,0344100000062229,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000043088,fme_point,,,,,,Telderslaan,55,3527 KE
nicolaas beetsstraat114  ,verblijfsobject.bag:0344010000129696,,member,,3559186,0344010000129696,81,Verblijfsobject in gebruik,woonfunctie,Nicolaas Beetsstraat,114,,,3511HG,Utrecht,1992,0344100000071392,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000129696,fme_point,,,,,,Nicolaas Beetsstraat,114,3511 HG
nicolaas beetsstraat212  ,verblijfsobject.bag:0344010000129701,,member,,3559201,0344010000129701,133,Verblijfsobject in gebruik,woonfunctie,Nicolaas Beetsstraat,212,,,3511HG,Utrecht,1992,0344100000071392,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000129701,fme_point,,,,,,Nicolaas Beetsstraat,212,3511 HG
agavedreef21  ,verblijfsobject.bag:0344010000145277,,member,,3559334,0344010000145277,95,Verblijfsobject in gebruik,woonfunctie,Agavedreef,21,,,3563EJ,Utrecht,1968,0344100000032748,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000145277,fme_point,,,,,,Agavedreef,21,3563 EJ
agavedreef71  ,verblijfsobject.bag:0344010000039454,,member,,3559339,0344010000039454,95,Verblijfsobject in gebruik,woonfunctie,Agavedreef,71,,,3563EK,Utrecht,1968,0344100000032748,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000039454,fme_point,,,,,,Agavedreef,71,3563 EK
van eysingalaan107  ,verblijfsobject.bag:0344010000042271,,member,,3559504,0344010000042271,76,Verblijfsobject in gebruik,woonfunctie,Van Eysingalaan,107,,,3527VC,Utrecht,1961,0344100000078731,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042271,fme_point,,,,,,Van Eysingalaan,107,3527 VC
van alphenstraat50  ,verblijfsobject.bag:0344010000122499,,member,,3559536,0344010000122499,60,Verblijfsobject in gebruik,woonfunctie,Van Alphenstraat,50,,,3581JD,Utrecht,1950,0344100000057722,Pand in gebruik (niet ingemeten),http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000122499,fme_point,,,,,,Van Alphenstraat,50,3581 JD
fruinplantsoen35  ,verblijfsobject.bag:0344010000123333,,member,,3559689,0344010000123333,83,Verblijfsobject in gebruik,woonfunctie,Fruinplantsoen,35,,,3571PR,Utrecht,1971,0344100000025596,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000123333,fme_point,,,,,,Fruinplantsoen,35,3571 PR
eemstraat34  ,verblijfsobject.bag:0344010000123541,,member,,3559807,0344010000123541,110,Verblijfsobject in gebruik,woonfunctie,Eemstraat,34,,,3522SP,Utrecht,1980,0344100000064649,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000123541,fme_point,,,,,,Eemstraat,34,3522 SP
livingstonelaan104  ,verblijfsobject.bag:0344010000039890,,member,,3560007,0344010000039890,88,Verblijfsobject in gebruik,woonfunctie,Livingstonelaan,104,,,3526HP,Utrecht,1965,0344100000069087,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000039890,fme_point,,,,,,Livingstonelaan,104,3526 HP
livingstonelaan212  ,verblijfsobject.bag:0344010000040062,,member,,3560028,0344010000040062,88,Verblijfsobject in gebruik,woonfunctie,Livingstonelaan,212,,,3526HT,Utrecht,1965,0344100000069087,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000040062,fme_point,,,,,,Livingstonelaan,212,3526 HT
livingstonelaan1114  ,verblijfsobject.bag:0344010000041031,,member,,3560159,0344010000041031,100,Verblijfsobject in gebruik,woonfunctie,Livingstonelaan,1114,,,3526JS,Utrecht,1969,0344100000004142,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041031,fme_point,,,,,,Livingstonelaan,1114,3526 JS
livingstonelaan832  ,verblijfsobject.bag:0344010000130006,,member,,3560136,0344010000130006,100,Verblijfsobject in gebruik,woonfunctie,Livingstonelaan,832,,,3526JK,Utrecht,1964,0344100000023387,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000130006,fme_point,,,,,,Livingstonelaan,832,3526 JK
livingstonelaan856  ,verblijfsobject.bag:0344010000130007,,member,,3560139,0344010000130007,100,Verblijfsobject in gebruik,woonfunctie,Livingstonelaan,856,,,3526JL,Utrecht,1964,0344100000023387,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000130007,fme_point,,,,,,Livingstonelaan,856,3526 JL
livingstonelaan1010  ,verblijfsobject.bag:0344010000041019,,member,,3560150,0344010000041019,100,Verblijfsobject in gebruik,woonfunctie,Livingstonelaan,1010,,,3526JP,Utrecht,1969,0344100000004142,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041019,fme_point,,,,,,Livingstonelaan,1010,3526 JP
livingstonelaan1182  ,verblijfsobject.bag:0344010000041035,,member,,3560164,0344010000041035,86,Verblijfsobject in gebruik,woonfunctie,Livingstonelaan,1182,,,3526JT,Utrecht,1969,0344100000004142,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041035,fme_point,,,,,,Livingstonelaan,1182,3526 JT
achter st.-pieter27  ,verblijfsobject.bag:0344010000045152,,member,,3560223,0344010000045152,79,Verblijfsobject in gebruik,woonfunctie,Achter St.-Pieter,27,,,3512HR,Utrecht,1905,0344100000016180,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000045152,fme_point,,,,,,Achter St.-Pieter,27,3512 HR
1e achterstraat9  ,verblijfsobject.bag:0344010000045318,,member,,3560230,0344010000045318,57,Verblijfsobject in gebruik,woonfunctie,1e Achterstraat,9,,,3512VL,Utrecht,2007,0344100000049519,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000045318,fme_point,,,,,,1e Achterstraat,9,3512 VL
costa ricadreef84  ,verblijfsobject.bag:0344010000144013,,member,,3560418,0344010000144013,120,Verblijfsobject in gebruik,woonfunctie,Costa Ricadreef,84,,,3563TJ,Utrecht,1969,0344100000030955,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000144013,fme_point,,,,,,Costa Ricadreef,84,3563 TJ
van bijnkershoeklaan25  ,verblijfsobject.bag:0344010000041221,,member,,3560452,0344010000041221,74,Verblijfsobject in gebruik,woonfunctie,Van Bijnkershoeklaan,25,,,3527XA,Utrecht,1960,0344100000049645,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041221,fme_point,,,,,,Van Bijnkershoeklaan,25,3527 XA
van bijnkershoeklaan61  ,verblijfsobject.bag:0344010000144497,,member,,3560455,0344010000144497,74,Verblijfsobject in gebruik,woonfunctie,Van Bijnkershoeklaan,61,,,3527XB,Utrecht,1964,0344100000049554,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000144497,fme_point,,,,,,Van Bijnkershoeklaan,61,3527 XB
himalaya81  ,verblijfsobject.bag:0344010000141753,,member,,3560562,0344010000141753,94,Verblijfsobject in gebruik,woonfunctie,Himalaya,81,,,3524XC,Utrecht,1985,0344100000012676,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000141753,fme_point,,,,,,Himalaya,81,3524 XC
karel doormanlaan66  ,verblijfsobject.bag:0344010000037310,,member,,3560659,0344010000037310,84,Verblijfsobject in gebruik,woonfunctie,Karel Doormanlaan,66,,,3572NG,Utrecht,1958,0344100000081322,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000037310,fme_point,,,,,,Karel Doormanlaan,66,3572 NG
costa ricadreef329  ,verblijfsobject.bag:0344010000143855,,member,,3560695,0344010000143855,108,Verblijfsobject in gebruik,woonfunctie,Costa Ricadreef,329,,,3563TG,Utrecht,1988,0344100000068975,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000143855,fme_point,,,,,,Costa Ricadreef,329,3563 TG
hijmans van den berghlaan14  ,verblijfsobject.bag:0344010000144027,,member,,3560727,0344010000144027,54,Verblijfsobject in gebruik,woonfunctie,Hijmans van den Berghlaan,14,,,3571PA,Utrecht,1966,0344100000006823,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000144027,fme_point,,,,,,Hijmans van den Berghlaan,14,3571 PA
hijmans van den berghlaan84  ,verblijfsobject.bag:0344010000040713,,member,,3560736,0344010000040713,54,Verblijfsobject in gebruik,woonfunctie,Hijmans van den Berghlaan,84,,,3571PC,Utrecht,1966,0344100000041611,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000040713,fme_point,,,,,,Hijmans van den Berghlaan,84,3571 PC
albert van dalsumlaan381  ,verblijfsobject.bag:0344010000041632,,member,,3560821,0344010000041632,93,Verblijfsobject in gebruik,woonfunctie,Albert van Dalsumlaan,381,,,3584HJ,Utrecht,1979,0344100000043114,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041632,fme_point,,,,,,Albert van Dalsumlaan,381,3584 HJ
albert van dalsumlaan415  ,verblijfsobject.bag:0344010000041634,,member,,3560823,0344010000041634,85,Verblijfsobject in gebruik,woonfunctie,Albert van Dalsumlaan,415,,,3584HJ,Utrecht,1979,0344100000038506,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041634,fme_point,,,,,,Albert van Dalsumlaan,415,3584 HJ
albert van dalsumlaan455  ,verblijfsobject.bag:0344010000041640,,member,,3560828,0344010000041640,93,Verblijfsobject in gebruik,woonfunctie,Albert van Dalsumlaan,455,,,3584HK,Utrecht,1979,0344100000083917,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041640,fme_point,,,,,,Albert van Dalsumlaan,455,3584 HK
jadelaan37  ,verblijfsobject.bag:0344010000145010,,member,,3560871,0344010000145010,63,Verblijfsobject in gebruik,woonfunctie,Jadelaan,37,,,3523CS,Utrecht,1958,0344100000150961,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000145010,fme_point,,,,,,Jadelaan,37,3523 CS
dolomieten44  ,verblijfsobject.bag:0344010000037821,,member,,3560898,0344010000037821,140,Verblijfsobject in gebruik,woonfunctie,Dolomieten,44,,,3524VG,Utrecht,1977,0344100000076400,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000037821,fme_point,,,,,,Dolomieten,44,3524 VG
marco pololaan315  ,verblijfsobject.bag:0344010000038048,,member,,3560969,0344010000038048,75,Verblijfsobject in gebruik,woonfunctie,Marco Pololaan,315,,,3526GE,Utrecht,1956,0344100000051676,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000038048,fme_point,,,,,,Marco Pololaan,315,3526 GE
karel doormanlaan180  ,verblijfsobject.bag:0344010000115228,,member,,3560982,0344010000115228,74,Verblijfsobject in gebruik,woonfunctie,Karel Doormanlaan,180,,,3572NV,Utrecht,1958,0344100000007424,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000115228,fme_point,,,,,,Karel Doormanlaan,180,3572 NV
