uniek_id,gml_id,gml_parent_id,gml_parent_property,geometrie,gid,identificatie,oppervlakte,status,gebruiksdoel,openbare_ruimte,huisnummer,huisletter,toevoeging,postcode,woonplaats,bouwjaar,pandidentificatie,pandstatus,rdf_seealso,fme_geometry,gml_pointProperty,gml_multiPointProperty,fme_geometry_0_,fme_geometry_1_,fme_geometry_2_,Straat,Huisnummer,Postcode
euterpedreef73  ,verblijfsobject.bag:0344010000004766,,member,,3523252,0344010000004766,74,Verblijfsobject in gebruik,woonfunctie,Euterpedreef,73,,,3561CX,Utrecht,1968,0344100000049244,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000004766,fme_point,,,,,,Euterpedreef,73,3561 CX
euterpedreef75  ,verblijfsobject.bag:0344010000004767,,member,,3523253,0344010000004767,42,Verblijfsobject in gebruik,woonfunctie,Euterpedreef,75,,,3561CX,Utrecht,1968,0344100000049244,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000004767,fme_point,,,,,,Euterpedreef,75,3561 CX
euterpedreef86  ,verblijfsobject.bag:0344010000004773,,member,,3523259,0344010000004773,74,Verblijfsobject in gebruik,woonfunctie,Euterpedreef,86,,,3561CZ,Utrecht,1968,0344100000049244,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000004773,fme_point,,,,,,Euterpedreef,86,3561 CZ
van everdingenlaan22  ,verblijfsobject.bag:0344010000004786,,member,,3523272,0344010000004786,128,Verblijfsobject in gebruik,woonfunctie,Van Everdingenlaan,22,,,3571NP,Utrecht,1964,0344100000049662,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000004786,fme_point,,,,,,Van Everdingenlaan,22,3571 NP
duurstedelaan39  ,verblijfsobject.bag:0344010000004954,,member,,3523363,0344010000004954,110,Verblijfsobject in gebruik,woonfunctie,Duurstedelaan,39,,,3525AM,Utrecht,1957,0344100000031401,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000004954,fme_point,,,,,,Duurstedelaan,39,3525 AM
duurstedelaan67  ,verblijfsobject.bag:0344010000004959,,member,,3523369,0344010000004959,101,Verblijfsobject in gebruik,woonfunctie,Duurstedelaan,67,,,3525AN,Utrecht,1956,0344100000065688,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000004959,fme_point,,,,,,Duurstedelaan,67,3525 AN
beneluxlaan14  ,verblijfsobject.bag:0344010000004676,,member,,3523456,0344010000004676,74,Verblijfsobject in gebruik,woonfunctie,Beneluxlaan,14,,,3527HT,Utrecht,1963,0344100000052174,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000004676,fme_point,,,,,,Beneluxlaan,14,3527 HT
detmoldstraat88  ,verblijfsobject.bag:0344010000004475,,member,,3523598,0344010000004475,65,Verblijfsobject in gebruik,woonfunctie,Detmoldstraat,88,,,3523GH,Utrecht,1956,0344100000150838,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000004475,fme_point,,,,,,Detmoldstraat,88,3523 GH
karel doormanlaan52  ,verblijfsobject.bag:0344010000004212,,member,,3523727,0344010000004212,98,Verblijfsobject in gebruik,woonfunctie,Karel Doormanlaan,52,,,3572NE,Utrecht,1958,0344100000031629,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000004212,fme_point,,,,,,Karel Doormanlaan,52,3572 NE
karel doormanlaan59  ,verblijfsobject.bag:0344010000115070,,member,,3523736,0344010000115070,98,Verblijfsobject in gebruik,woonfunctie,Karel Doormanlaan,59,,,3572NG,Utrecht,1958,0344100000081322,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000115070,fme_point,,,,,,Karel Doormanlaan,59,3572 NG
beneluxlaan178  ,verblijfsobject.bag:0344010000005046,,member,,3523820,0344010000005046,74,Verblijfsobject in gebruik,woonfunctie,Beneluxlaan,178,,,3527HZ,Utrecht,1963,0344100000052174,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000005046,fme_point,,,,,,Beneluxlaan,178,3527 HZ
bruisdreef4  ,verblijfsobject.bag:0344010000134296,,member,,3523848,0344010000134296,132,Verblijfsobject in gebruik,woonfunctie,Bruisdreef,4,,,3561VC,Utrecht,1966,0344100000026431,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000134296,fme_point,,,,,,Bruisdreef,4,3561 VC
bruisdreef124  ,verblijfsobject.bag:0344010000005098,,member,,3523881,0344010000005098,70,Verblijfsobject in gebruik,woonfunctie,Bruisdreef,124,,,3561VC,Utrecht,1965,0344100000072157,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000005098,fme_point,,,,,,Bruisdreef,124,3561 VC
biltstraat158 h ,verblijfsobject.bag:0344010000005250,,member,,3524204,0344010000005250,37,Verblijfsobject in gebruik,woonfunctie,Biltstraat,158,H,,3572BN,Utrecht,1978,0344100000002694,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000005250,fme_point,,,,,,Biltstraat,158 H,3572 BN
bakhuizen van den brinkstraat20 a ,verblijfsobject.bag:0344010000005009,,member,,3524401,0344010000005009,100,Verblijfsobject in gebruik,bijeenkomstfunctie,Bakhuizen van den Brinkstraat,20,A,,3532GG,Utrecht,1967,0344100000049498,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000005009,fme_point,,,,,,Bakhuizen van den Brinkstraat,20 A,3532 GG
balearen11  ,verblijfsobject.bag:0344010000005188,,member,,3524431,0344010000005188,136,Verblijfsobject in gebruik,woonfunctie,Balearen,11,,,3524EJ,Utrecht,1978,0344100000021007,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000005188,fme_point,,,,,,Balearen,11,3524 EJ
karel doormanlaan86  ,verblijfsobject.bag:0344010000006146,,member,,3524584,0344010000006146,114,Verblijfsobject in gebruik,woonfunctie,Karel Doormanlaan,86,,,3572NJ,Utrecht,1958,0344100000027112,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000006146,fme_point,,,,,,Karel Doormanlaan,86,3572 NJ
karel doormanlaan103  ,verblijfsobject.bag:0344010000005748,,member,,3524601,0344010000005748,74,Verblijfsobject in gebruik,woonfunctie,Karel Doormanlaan,103,,,3572NL,Utrecht,1958,0344100000018565,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000005748,fme_point,,,,,,Karel Doormanlaan,103,3572 NL
dolomieten45  ,verblijfsobject.bag:0344010000008220,,member,,3524830,0344010000008220,120,Verblijfsobject in gebruik,woonfunctie,Dolomieten,45,,,3524VE,Utrecht,1977,0344100000016004,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000008220,fme_point,,,,,,Dolomieten,45,3524 VE
bokstraat3  ,verblijfsobject.bag:0344010000005668,,member,,3524948,0344010000005668,75,Verblijfsobject in gebruik,woonfunctie,Bokstraat,3,,,3523RW,Utrecht,1977,0344100000057643,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000005668,fme_point,,,,,,Bokstraat,3,3523 RW
albert van dalsumlaan341  ,verblijfsobject.bag:0344010000005488,,member,,3525132,0344010000005488,82,Verblijfsobject in gebruik,woonfunctie,Albert van Dalsumlaan,341,,,3584HH,Utrecht,1979,0344100000009686,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000005488,fme_point,,,,,,Albert van Dalsumlaan,341,3584 HH
albert van dalsumlaan511  ,verblijfsobject.bag:0344010000129005,,member,,3525184,0344010000129005,74,Verblijfsobject in gebruik,woonfunctie,Albert van Dalsumlaan,511,,,3584HL,Utrecht,1979,0344100000056531,Pand in gebruik (niet ingemeten),http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000129005,fme_point,,,,,,Albert van Dalsumlaan,511,3584 HL
fie carelsenlaan25  ,verblijfsobject.bag:0344010000006028,,member,,3525211,0344010000006028,157,Verblijfsobject in gebruik,woonfunctie,Fie Carelsenlaan,25,,,3584GJ,Utrecht,1978,0344100000079430,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000006028,fme_point,,,,,,Fie Carelsenlaan,25,3584 GJ
van eysingalaan8  ,verblijfsobject.bag:0344010000008524,,member,,3525262,0344010000008524,90,Verblijfsobject in gebruik,woonfunctie,Van Eysingalaan,8,,,3527VL,Utrecht,1961,0344100000056537,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000008524,fme_point,,,,,,Van Eysingalaan,8,3527 VL
karel doormanlaan222  ,verblijfsobject.bag:0344010000008933,,member,,3525366,0344010000008933,100,Verblijfsobject in gebruik,woonfunctie,Karel Doormanlaan,222,,,3572NZ,Utrecht,1958,0344100000030899,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000008933,fme_point,,,,,,Karel Doormanlaan,222,3572 NZ
fernandezlaan71  ,verblijfsobject.bag:0344010000009326,,member,,3525457,0344010000009326,146,Verblijfsobject in gebruik,woonfunctie,Fernandezlaan,71,,,3526GW,Utrecht,1963,0344100000030404,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000009326,fme_point,,,,,,Fernandezlaan,71,3526 GW
jaap edendreef120  ,verblijfsobject.bag:0344010000006161,,member,,3525759,0344010000006161,75,Verblijfsobject in gebruik,woonfunctie,Jaap Edendreef,120,,,3562AX,Utrecht,1966,0344100000079045,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000006161,fme_point,,,,,,Jaap Edendreef,120,3562 AX
jaap edendreef138  ,verblijfsobject.bag:0344010000006166,,member,,3525764,0344010000006166,75,Verblijfsobject in gebruik,woonfunctie,Jaap Edendreef,138,,,3562AX,Utrecht,1966,0344100000079045,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000006166,fme_point,,,,,,Jaap Edendreef,138,3562 AX
filipijnen7  ,verblijfsobject.bag:0344010000135279,,member,,3525888,0344010000135279,79,Verblijfsobject in gebruik,woonfunctie,Filipijnen,7,,,3524JJ,Utrecht,1985,0344100000038058,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000135279,fme_point,,,,,,Filipijnen,7,3524 JJ
cayennedreef19  ,verblijfsobject.bag:0344010000008558,,member,,3526121,0344010000008558,98,Verblijfsobject in gebruik,woonfunctie,Cayennedreef,19,,,3563SB,Utrecht,1971,0344100000028852,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000008558,fme_point,,,,,,Cayennedreef,19,3563 SB
cayennedreef20  ,verblijfsobject.bag:0344010000008559,,member,,3526122,0344010000008559,88,Verblijfsobject in gebruik,woonfunctie,Cayennedreef,20,,,3563SB,Utrecht,1971,0344100000028852,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000008559,fme_point,,,,,,Cayennedreef,20,3563 SB
dommeringdreef35  ,verblijfsobject.bag:0344010000008773,,member,,3526193,0344010000008773,95,Verblijfsobject in gebruik,woonfunctie,Dommeringdreef,35,,,3562AM,Utrecht,1965,0344100000033340,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000008773,fme_point,,,,,,Dommeringdreef,35,3562 AM
dommeringdreef39  ,verblijfsobject.bag:0344010000008775,,member,,3526194,0344010000008775,95,Verblijfsobject in gebruik,woonfunctie,Dommeringdreef,39,,,3562AM,Utrecht,1965,0344100000033340,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000008775,fme_point,,,,,,Dommeringdreef,39,3562 AM
dommeringdreef87  ,verblijfsobject.bag:0344010000008799,,member,,3526219,0344010000008799,95,Verblijfsobject in gebruik,woonfunctie,Dommeringdreef,87,,,3562AM,Utrecht,1965,0344100000033340,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000008799,fme_point,,,,,,Dommeringdreef,87,3562 AM
van bijnkershoeklaan177  ,verblijfsobject.bag:0344010000008156,,member,,3526314,0344010000008156,70,Verblijfsobject in gebruik,woonfunctie,Van Bijnkershoeklaan,177,,,3527XE,Utrecht,1960,0344100000013827,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000008156,fme_point,,,,,,Van Bijnkershoeklaan,177,3527 XE
albert van dalsumlaan707  ,verblijfsobject.bag:0344010000008177,,member,,3526334,0344010000008177,82,Verblijfsobject in gebruik,woonfunctie,Albert van Dalsumlaan,707,,,3584HP,Utrecht,1979,0344100000019383,Pand in gebruik (niet ingemeten),http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000008177,fme_point,,,,,,Albert van Dalsumlaan,707,3584 HP
van bijnkershoeklaan95  ,verblijfsobject.bag:0344010000006713,,member,,3526492,0344010000006713,66,Verblijfsobject in gebruik,woonfunctie,Van Bijnkershoeklaan,95,,,3527XB,Utrecht,1964,0344100000049554,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000006713,fme_point,,,,,,Van Bijnkershoeklaan,95,3527 XB
van bijnkershoeklaan97  ,verblijfsobject.bag:0344010000006715,,member,,3526493,0344010000006715,87,Verblijfsobject in gebruik,woonfunctie,Van Bijnkershoeklaan,97,,,3527XC,Utrecht,1964,0344100000049554,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000006715,fme_point,,,,,,Van Bijnkershoeklaan,97,3527 XC
van eysingalaan165  ,verblijfsobject.bag:0344010000135459,,member,,3526659,0344010000135459,87,Verblijfsobject in gebruik,woonfunctie,Van Eysingalaan,165,,,3527VD,Utrecht,1960,0344100000000360,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000135459,fme_point,,,,,,Van Eysingalaan,165,3527 VD
croeselaan181 a ,verblijfsobject.bag:0344010000133560,,member,,3526794,0344010000133560,67,Verblijfsobject in gebruik,woonfunctie,Croeselaan,181,A,,3521BM,Utrecht,1935,0344100000004188,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000133560,fme_point,,,,,,Croeselaan,181 A,3521 BM
croeselaan185  ,verblijfsobject.bag:0344010000008002,,member,,3526795,0344010000008002,67,Verblijfsobject in gebruik,woonfunctie,Croeselaan,185,,,3521BM,Utrecht,1935,0344100000004188,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000008002,fme_point,,,,,,Croeselaan,185,3521 BM
van eechoudlaan104  ,verblijfsobject.bag:0344010000134323,,member,,3526844,0344010000134323,84,Verblijfsobject in gebruik,woonfunctie,Van Eechoudlaan,104,,,3526KG,Utrecht,1965,0344100000061144,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000134323,fme_point,,,,,,Van Eechoudlaan,104,3526 KG
eemstraat26  ,verblijfsobject.bag:0344010000006399,,member,,3526863,0344010000006399,135,Verblijfsobject in gebruik,woonfunctie,Eemstraat,26,,,3522SP,Utrecht,1980,0344100000028239,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000006399,fme_point,,,,,,Eemstraat,26,3522 SP
etna5  ,verblijfsobject.bag:0344010000134820,,member,,3527186,0344010000134820,96,Verblijfsobject in gebruik,woonfunctie,Etna,5,,,3524WS,Utrecht,1984,0344100000004251,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000134820,fme_point,,,,,,Etna,5,3524 WS
etna11  ,verblijfsobject.bag:0344010000006965,,member,,3527188,0344010000006965,96,Verblijfsobject in gebruik,woonfunctie,Etna,11,,,3524WS,Utrecht,1984,0344100000068157,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000006965,fme_point,,,,,,Etna,11,3524 WS
dommeringdreef113  ,verblijfsobject.bag:0344010000007162,,member,,3527217,0344010000007162,58,Verblijfsobject in gebruik,woonfunctie,Dommeringdreef,113,,,3562AN,Utrecht,1965,0344100000033340,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000007162,fme_point,,,,,,Dommeringdreef,113,3562 AN
dommeringdreef135  ,verblijfsobject.bag:0344010000007172,,member,,3527228,0344010000007172,95,Verblijfsobject in gebruik,woonfunctie,Dommeringdreef,135,,,3562AN,Utrecht,1965,0344100000033340,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000007172,fme_point,,,,,,Dommeringdreef,135,3562 AN
dommeringdreef139  ,verblijfsobject.bag:0344010000129159,,member,,3527231,0344010000129159,95,Verblijfsobject in gebruik,woonfunctie,Dommeringdreef,139,,,3562AN,Utrecht,1965,0344100000033340,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000129159,fme_point,,,,,,Dommeringdreef,139,3562 AN
filipijnen112  ,verblijfsobject.bag:0344010000007640,,member,,3527272,0344010000007640,79,Verblijfsobject in gebruik,woonfunctie,Filipijnen,112,,,3524JP,Utrecht,1985,0344100000065467,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000007640,fme_point,,,,,,Filipijnen,112,3524 JP
van eysingalaan39  ,verblijfsobject.bag:0344010000007186,,member,,3527241,0344010000007186,96,Verblijfsobject in gebruik,woonfunctie,Van Eysingalaan,39,,,3527VB,Utrecht,1961,0344100000082109,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000007186,fme_point,,,,,,Van Eysingalaan,39,3527 VB
van eysingalaan73  ,verblijfsobject.bag:0344010000007357,,member,,3527258,0344010000007357,76,Verblijfsobject in gebruik,woonfunctie,Van Eysingalaan,73,,,3527VB,Utrecht,1961,0344100000078731,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000007357,fme_point,,,,,,Van Eysingalaan,73,3527 VB
van eysingalaan78  ,verblijfsobject.bag:0344010000007360,,member,,3527261,0344010000007360,86,Verblijfsobject in gebruik,woonfunctie,Van Eysingalaan,78,,,3527VM,Utrecht,1960,0344100000001597,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000007360,fme_point,,,,,,Van Eysingalaan,78,3527 VM
filipijnen131  ,verblijfsobject.bag:0344010000135607,,member,,3527284,0344010000135607,94,Verblijfsobject in gebruik,woonfunctie,Filipijnen,131,,,3524JK,Utrecht,1985,0344100000072849,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000135607,fme_point,,,,,,Filipijnen,131,3524 JK
filipijnen153  ,verblijfsobject.bag:0344010000120312,,member,,3527302,0344010000120312,94,Verblijfsobject in gebruik,woonfunctie,Filipijnen,153,,,3524JK,Utrecht,1985,0344100000067223,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000120312,fme_point,,,,,,Filipijnen,153,3524 JK
filipijnen163  ,verblijfsobject.bag:0344010000007821,,member,,3527307,0344010000007821,94,Verblijfsobject in gebruik,woonfunctie,Filipijnen,163,,,3524JK,Utrecht,1985,0344100000081966,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000007821,fme_point,,,,,,Filipijnen,163,3524 JK
barnsteenlaan27  ,verblijfsobject.bag:0344010000133570,,member,,3527348,0344010000133570,77,Verblijfsobject in gebruik,woonfunctie,Barnsteenlaan,27,,,3523BB,Utrecht,1957,0344100000052573,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000133570,fme_point,,,,,,Barnsteenlaan,27,3523 BB
barnsteenlaan51  ,verblijfsobject.bag:0344010000008049,,member,,3527374,0344010000008049,92,Verblijfsobject in gebruik,woonfunctie,Barnsteenlaan,51,,,3523BC,Utrecht,1957,0344100000052573,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000008049,fme_point,,,,,,Barnsteenlaan,51,3523 BC
van bijnkershoeklaan201  ,verblijfsobject.bag:0344010000008278,,member,,3527591,0344010000008278,52,Verblijfsobject in gebruik,woonfunctie,Van Bijnkershoeklaan,201,,,3527XE,Utrecht,1960,0344100000013827,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000008278,fme_point,,,,,,Van Bijnkershoeklaan,201,3527 XE
van bijnkershoeklaan223  ,verblijfsobject.bag:0344010000008444,,member,,3527604,0344010000008444,90,Verblijfsobject in gebruik,woonfunctie,Van Bijnkershoeklaan,223,,,3527XG,Utrecht,1962,0344100000039293,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000008444,fme_point,,,,,,Van Bijnkershoeklaan,223,3527 XG
